ID,Tipo,Color,Material,Agregado,Cantidad,Precio Unitario,Precio Total,Fecha
3650,Gabetero de 4 cajas,Azul,Metal,De oficina,7,1380,9660,2024-05-09
3651,Gabetero de 3 cajas,Gris,Metal,Sin cerradura,3,1250,3750,2024-02-01
3652,Gabetero de 4 cajas,Rojo,Metal,Con cerradura,7,1380,9660,2024-01-22
3653,Silla de espera,Blanco,Melamina,Acolchonada,7,950,6650,2024-02-09
3654,Casillero de 15 puertas,Blanco,Metal,Sin espejo,4,2290,9160,2024-03-18
3655,Horno hogareño,Negro,Melamina,A gas,3,1250,3750,2024-01-24
3656,Estante para farmacia de dos cuerpos,Negro,Metal,Sin puertas,9,3550,31950,2024-02-22
3657,Estante para farmacia,Azul,Melamina,Sin puertas,7,3500,24500,2024-02-27
3658,Cajero para supermercado,Gris,Melamina,Sin agregado,1,1200,1200,2024-05-16
3659,Estante para farmacia,Azul,Melamina,De pared,2,3500,7000,2024-05-18
3660,Estante para farmacia de dos cuerpos,Gris,Metal,Sin puertas,9,3550,31950,2024-03-23
3661,Casillero de cuatro puertas,Gris,Melamina,Con chapa,6,1550,9300,2024-05-10
3662,Estante para farmacia,Negro,Melamina,De pie,6,3500,21000,2024-02-08
3663,Vitrina para farmacia,Gris,Metal,Sin iluminación,3,1100,3300,2024-03-23
3664,Casillero de cuatro puertas,Rojo,Melamina,Sin chapa,10,1550,15500,2024-05-29
3665,Gabetero de 5 cajas,Azul,Melamina,Con cerradura,7,1600,11200,2024-03-29
3666,Casillero de 9 puertas,Negro,Melamina,Con espejo,6,1850,11100,2024-03-29
3667,Estante para farmacia de dos cuerpos,Blanco,Melamina,Con puertas,4,3550,14200,2024-05-02
3668,Silla mesedora,Blanco,Melamina,Sin brazos,9,500,4500,2024-04-14
3669,Casillero de 9 puertas,Azul,Metal,Con espejo,7,1850,12950,2024-04-25
3670,Horno domestico,Gris,Melamina,Eléctrico,3,1350,4050,2024-05-02
3671,Casillero de 20 puertas,Azul,Metal,Con chapa,7,2800,19600,2024-03-13
3672,Gradilla de 2 peldaños,Gris,Metal,Sin agregado,1,450,450,2024-02-01
3673,Vitrina de puertas corredizas,Gris,Melamina,De madera,3,1900,5700,2024-05-09
3674,Estante para farmacia,Gris,Metal,De pie,3,3500,10500,2024-04-04
3675,Casillero de 20 puertas,Rojo,Metal,Sin espejo,7,2800,19600,2024-05-18
3676,Casillero de 20 puertas,Azul,Melamina,Sin chapa,7,2800,19600,2024-05-07
3677,Camillas para masajes,Gris,Melamina,Con barillas,2,1250,2500,2024-03-16
3678,Archivador de Chapas Individuales,Rojo,Melamina,Sin agregado,2,1400,2800,2024-04-14
3679,Mostrador para librería,Rojo,Melamina,Sin agregado,3,900,2700,2024-04-11
3680,Estante para farmacia de dos cuerpos,Gris,Metal,Con puertas,8,3550,28400,2024-04-08
3681,Vitrina doble chapa,Rojo,Melamina,De vidrio,3,1350,4050,2024-01-23
3682,Estante para farmacia de dos cuerpos,Azul,Metal,De pared,7,3550,24850,2024-03-16
3683,Gabetero de 2 cajas con chapa adicional,Rojo,Metal,Sin cerradura,10,980,9800,2024-01-22
3684,Estante mostrador,Rojo,Melamina,Sin puertas,9,520,4680,2024-03-14
3685,Estante para farmacia,Blanco,Metal,Sin puertas,10,3500,35000,2024-02-10
3686,Silla mesedora,Gris,Melamina,No acolchonada,7,500,3500,2024-03-21
3687,Estante para farmacia,Rojo,Melamina,Con puertas,4,3500,14000,2024-03-06
3688,Gabetero de 2 cajas con chapa adicional,Rojo,Metal,De hogar,2,980,1960,2024-05-28
3689,Casillero de 9 puertas,Negro,Melamina,Sin chapa,6,1850,11100,2024-04-20
3690,Estante para archivos con bandejas,Blanco,Melamina,De pared,7,2350,16450,2024-04-21
3691,Estante para farmacia,Blanco,Melamina,Sin puertas,10,3500,35000,2024-05-27
3692,Casillero de 1 cuerpo y 4 puertas,Azul,Melamina,Con chapa,7,980,6860,2024-03-05
3693,Casillero de 2 puertas,Rojo,Melamina,Sin chapa,7,980,6860,2024-05-15
3694,Escritorio secretarial de cuatro cajas con chapa clave,Azul,Metal,Fijo,2,1480,2960,2024-03-20
3695,Mesa de instrumentación,Azul,Melamina,Cuadrada,3,650,1950,2024-01-26
3696,Camilla de ginecología,Blanco,Metal,Fija,1,1850,1850,2024-05-28
3697,Gabetero de 2 cajas sin chapa,Negro,Metal,De oficina,7,830,5810,2024-03-14
3698,Horno semi-industrial,Rojo,Metal,Con ventilador,2,2550,5100,2024-03-03
3699,Casillero de 1 cuerpo y 1 puerta,Negro,Melamina,Con chapa,10,900,9000,2024-02-19
3700,Camilla de ginecología,Rojo,Metal,Con espaldar movible,3,1850,5550,2024-05-13
3701,Casillero de cuatro puertas,Blanco,Metal,Sin chapa,9,1550,13950,2024-03-06
3702,Estante para farmacia,Azul,Metal,De pared,10,3500,35000,2024-05-30
3703,Casillero de 6 puertas,Rojo,Melamina,Con chapa,6,1750,10500,2024-02-29
3704,Casillero de 20 puertas,Azul,Melamina,Sin chapa,7,2800,19600,2024-05-21
3705,Casillero de dos puertas,Blanco,Melamina,Con espejo,10,1850,18500,2024-04-19
3706,Estante para farmacia,Gris,Melamina,Sin puertas,6,3500,21000,2024-03-20
3707,Gabetero con chapa independiente,Negro,Melamina,De hogar,10,1750,17500,2024-03-02
3708,Estante Archivador,Gris,Melamina,Con puertas,6,1250,7500,2024-03-29
3709,Silla estática,Gris,Metal,Acolchonada,10,140,1400,2024-05-12
3710,Silla de espera,Blanco,Metal,Acolchonada,8,950,7600,2024-03-13
3711,Estante para farmacia,Blanco,Metal,Sin puertas,5,3500,17500,2024-03-12
3712,Cocina industrial de dos quemadores,Azul,Metal,Sin agregado,1,1250,1250,2024-02-14
3713,Estante para farmacia,Blanco,Metal,De pie,6,3500,21000,2024-02-06
3714,Estanteria tipo vitrin,Azul,Melamina,Sin puertas,4,650,2600,2024-05-25
3715,Casillero de cuatro puertas,Negro,Metal,Con chapa,10,1550,15500,2024-02-23
3716,Casillero de 6 puertas,Rojo,Metal,Con chapa,8,1750,14000,2024-01-17
3717,Gabetero de 2 cajas sin chapa,Blanco,Melamina,Con cerradura,7,830,5810,2024-05-20
3718,Casillero de 12 puertas,Rojo,Melamina,Con espejo,9,2200,19800,2024-05-02
3719,Estante para farmacia,Negro,Melamina,Con puertas,10,3500,35000,2024-05-23
3720,Credenza,Negro,Melamina,Sin agregado,1,2100,2100,2024-05-29
3721,Estante de puertas corredizas,Azul,Melamina,Sin puertas,6,1750,10500,2024-05-09
3722,Gabetero de 2 cajas con chapa adicional,Gris,Melamina,Sin cerradura,6,980,5880,2024-03-29
3723,Casillero de 6 puertas,Blanco,Melamina,Con espejo,3,1750,5250,2024-03-16
3724,Estante para farmacia,Gris,Metal,Con puertas,7,3500,24500,2024-01-18
3725,Gabetero con chapa independiente,Azul,Metal,Con cerradura,6,1750,10500,2024-04-25
3726,Escritorio ejecutivo de siete cajas,Negro,Metal,Sin chapas,1,1500,1500,2024-04-10
3727,Casillero de 20 puertas,Gris,Melamina,Sin espejo,8,2800,22400,2024-05-14
3728,Casillero de 15 puertas,Blanco,Melamina,Sin espejo,6,2290,13740,2024-05-29
3729,Gabetero de 3 cajas,Negro,Metal,De oficina,10,1250,12500,2024-02-05
3730,Casillero de 12 puertas,Rojo,Metal,Sin chapa,6,2200,13200,2024-02-16
3731,Archivador de Chapas Individuales,Gris,Metal,Sin agregado,2,1400,2800,2024-01-31
3732,Gabetero con chapa independiente,Gris,Melamina,De oficina,9,1750,15750,2024-01-14
3733,Casillero de cuatro puertas,Negro,Melamina,Sin chapa,8,1550,12400,2024-03-15
3734,Silla de espera,Negro,Melamina,Acolchonada,7,950,6650,2024-01-10
3735,Estante Archivador,Rojo,Melamina,Sin puertas,8,1250,10000,2024-03-28
3736,Silla estática con brazo,Rojo,Melamina,No acolchonada,10,320,3200,2024-02-07
3737,Gabetero de 3 cajas,Gris,Melamina,Sin cerradura,8,1250,10000,2024-05-23
3738,Silla de espera,Azul,Metal,Acolchonada,8,950,7600,2024-05-27
3739,Casillero de 2 puertas,Rojo,Metal,Sin espejo,7,980,6860,2024-05-16
3740,Catre de internación,Blanco,Melamina,Sin agregado,2,2650,5300,2024-01-12
3741,Archivero,Blanco,Melamina,Sin agregado,1,1800,1800,2024-02-10
3742,Casillero de 12 puertas,Azul,Metal,Sin chapa,6,2200,13200,2024-01-28
3743,Escritorio secretarial de cuatro cajas con chapa clave,Blanco,Metal,Con chapas,3,1480,4440,2024-05-30
3744,Silla giratoria,Azul,Melamina,Acolchonada,2,990,1980,2024-03-25
3745,Casillero de cuatro puertas,Rojo,Metal,Sin espejo,9,1550,13950,2024-01-31
3746,Estante para farmacia,Blanco,Metal,Con puertas,10,3500,35000,2024-01-27
3747,Estante para farmacia,Rojo,Melamina,Con puertas,8,3500,28000,2024-05-21
3748,Silla mesedora,Negro,Melamina,Con brazos,6,500,3000,2024-03-10
3749,Silla giratoria,Gris,Melamina,Sin brazos,1,990,990,2024-03-16
3750,Silla de peluquería,Negro,Metal,Sin brazos,8,210,1680,2024-03-15
3751,Gabetero de 2 cajas con chapa adicional,Azul,Melamina,De oficina,10,980,9800,2024-04-04
3752,Casillero de 1 cuerpo y 4 puertas,Negro,Melamina,Sin chapa,10,980,9800,2024-03-28
3753,Gabetero de 4 cajas,Gris,Melamina,Sin cerradura,3,1380,4140,2024-03-20
3754,Silla de peluquería,Azul,Melamina,No acolchonada,9,210,1890,2024-04-06
3755,Silla estática,Gris,Metal,No acolchonada,10,140,1400,2024-04-09
3756,Estante para farmacia de dos cuerpos,Negro,Melamina,De pared,9,3550,31950,2024-02-08
3757,Archivador de Chapas Individuales,Rojo,Metal,Sin agregado,3,1400,4200,2024-03-02
3758,Casillero de 1 cuerpo y 1 puerta,Blanco,Melamina,Con espejo,6,900,5400,2024-01-14
3759,Casillero de dos puertas,Rojo,Melamina,Con espejo,9,1850,16650,2024-04-30
3760,Silla estática,Negro,Melamina,Con brazos,9,140,1260,2024-05-19
3761,Estanteria tipo vitrin,Blanco,Metal,De pie,1,650,650,2024-05-19
3762,Silla de peluquería,Negro,Melamina,Acolchonada,9,210,1890,2024-02-27
3763,Lámpara de cuello ganzo,Negro,Melamina,Sin agregado,3,550,1650,2024-03-23
3764,Estante Archivador,Gris,Metal,Sin puertas,9,1250,11250,2024-04-27
3765,Gabetero de 2 cajas con chapa adicional,Rojo,Melamina,Con cerradura,10,980,9800,2024-05-05
3766,Casillero de 2 puertas,Rojo,Metal,Con chapa,8,980,7840,2024-03-03
3767,Casillero de dos puertas,Gris,Metal,Sin chapa,1,1850,1850,2024-02-19
3768,Gradilla de 2 peldaños,Azul,Metal,Sin agregado,2,450,900,2024-04-20
3769,Silla de espera,Azul,Metal,No acolchonada,7,950,6650,2024-01-13
3770,Silla de espera,Gris,Metal,Acolchonada,9,950,8550,2024-01-27
3771,Estante para farmacia,Gris,Melamina,De pie,10,3500,35000,2024-05-28
3772,Gabetero de 3 cajas,Negro,Metal,Con cerradura,9,1250,11250,2024-03-07
3773,Estante de puertas corredizas,Azul,Metal,De pie,9,1750,15750,2024-01-15
3774,Camilla tipo escritorio,Negro,Metal,Sin barillas,3,2750,8250,2024-04-04
3775,Archivador de Chapas Individuales,Azul,Metal,Sin agregado,3,1400,4200,2024-02-24
3776,Gabetero con chapa independiente,Azul,Melamina,Sin cerradura,6,1750,10500,2024-03-05
3777,Casillero de 15 puertas,Rojo,Metal,Sin espejo,10,2290,22900,2024-03-03
3778,Casillero de dos puertas,Rojo,Metal,Sin espejo,10,1850,18500,2024-02-11
3779,Estante para farmacia,Gris,Melamina,De pared,8,3500,28000,2024-01-17
3780,Gabetero de 4 cajas,Negro,Metal,De hogar,9,1380,12420,2024-04-09
3781,Silla estática con brazo,Gris,Metal,Sin brazos,10,320,3200,2024-01-11
3782,Casillero de 20 puertas,Rojo,Melamina,Con espejo,9,2800,25200,2024-04-18
3783,Silla estática,Blanco,Metal,Sin brazos,7,140,980,2024-04-30
3784,Casillero de cuatro puertas,Azul,Metal,Con espejo,9,1550,13950,2024-02-20
3785,Estanteria tipo vitrin,Azul,Metal,Sin puertas,8,650,5200,2024-02-12
3786,Camillas para masajes,Rojo,Metal,Sin barillas,3,1250,3750,2024-02-27
3787,Casillero de dos puertas,Gris,Melamina,Sin chapa,8,1850,14800,2024-01-16
3788,Casillero de cuatro puertas,Rojo,Metal,Sin espejo,7,1550,10850,2024-02-21
3789,Vitrina para farmacia,Negro,Melamina,Sin iluminación,2,1100,2200,2024-01-17
3790,Estante Archivador,Blanco,Melamina,De pie,8,1250,10000,2024-02-14
3791,Casillero de 15 puertas,Rojo,Melamina,Con chapa,6,2290,13740,2024-05-20
3792,Estante de puertas corredizas,Rojo,Melamina,De pared,7,1750,12250,2024-01-14
3793,Archivador de Chapas Individuales,Blanco,Melamina,Sin agregado,3,1400,4200,2024-03-27
3794,Silla giratoria,Blanco,Melamina,Sin brazos,8,990,7920,2024-05-12
3795,Casillero de 12 puertas,Rojo,Melamina,Con chapa,6,2200,13200,2024-04-03
3796,Gabetero de 4 cajas,Azul,Metal,Sin cerradura,7,1380,9660,2024-05-17
3797,Estanteria tipo vitrin,Rojo,Metal,De pie,10,650,6500,2024-01-15
3798,Silla de espera,Gris,Melamina,Acolchonada,9,950,8550,2024-05-29
3799,Estante para farmacia,Blanco,Melamina,De pared,10,3500,35000,2024-04-03
3800,Silla giratoria,Rojo,Metal,Sin brazos,10,990,9900,2024-03-21
3801,Gabetero con chapa independiente,Blanco,Metal,Con cerradura,6,1750,10500,2024-02-03
3802,Estante mostrador,Azul,Melamina,De pie,10,520,5200,2024-01-25
3803,Góndolas para supermercados,Gris,Metal,Sin agregado,1,1580,1580,2024-05-21
3804,Casillero de 9 puertas,Gris,Melamina,Con chapa,8,1850,14800,2024-02-01
3805,Silla giratoria,Gris,Melamina,No acolchonada,6,990,5940,2024-04-01
3806,Góndolas para supermercados,Azul,Metal,Sin agregado,1,1580,1580,2024-02-13
3807,Vitrina para farmacia,Rojo,Metal,De vidrio,1,1100,1100,2024-05-02
3808,Gabetero de 2 cajas sin chapa,Blanco,Metal,De hogar,7,830,5810,2024-01-17
3809,Gabetero de 4 cajas,Rojo,Melamina,Sin cerradura,6,1380,8280,2024-01-18
3810,Estante para farmacia,Rojo,Metal,Sin puertas,8,3500,28000,2024-04-02
3811,Estante Archivador,Blanco,Metal,De pared,9,1250,11250,2024-03-27
3812,Mesa de trabajo,Gris,Metal,Sin cajones,2,1500,3000,2024-05-21
3813,Estante mostrador,Negro,Melamina,De pared,9,520,4680,2024-04-25
3814,Cocina industrial de dos quemadores,Azul,Metal,Sin agregado,2,1250,2500,2024-03-18
3815,Credenza,Gris,Metal,Sin agregado,2,2100,4200,2024-02-23
3816,Casillero de 1 cuerpo y 4 puertas,Rojo,Metal,Sin espejo,10,980,9800,2024-05-13
3817,Estante mostrador,Azul,Melamina,Sin puertas,10,520,5200,2024-01-10
3818,Estanteria tipo vitrin,Gris,Melamina,De pared,8,650,5200,2024-03-04
3819,Gabetero de 2 cajas con chapa adicional,Negro,Metal,Sin cerradura,6,980,5880,2024-05-21
3820,Casillero de 9 puertas,Azul,Melamina,Con chapa,6,1850,11100,2024-03-14
3821,Gabetero de 2 cajas con chapa adicional,Blanco,Metal,De oficina,6,980,5880,2024-01-28
3822,Casillero de 1 cuerpo y 4 puertas,Negro,Metal,Con chapa,6,980,5880,2024-02-22
3823,Estante para farmacia de dos cuerpos,Gris,Metal,Con puertas,8,3550,28400,2024-05-05
3824,Casillero de 15 puertas,Negro,Melamina,Sin espejo,6,2290,13740,2024-01-23
3825,Horno hogareño,Rojo,Melamina,Con ventilador,2,1250,2500,2024-03-31
3826,Silla estática,Blanco,Metal,Sin brazos,1,140,140,2024-04-05
3827,Casillero de 15 puertas,Gris,Melamina,Sin chapa,7,2290,16030,2024-02-08
3828,Biombo,Gris,Melamina,Sin agregado,2,450,900,2024-03-15
3829,Armario de dos cuerpos,Negro,Metal,Con espejo,2,1850,3700,2024-04-14
3830,Silla estática,Rojo,Metal,No acolchonada,7,140,980,2024-05-13
3831,Estante para farmacia,Azul,Melamina,Sin puertas,6,3500,21000,2024-04-06
3832,Silla giratoria,Rojo,Metal,Con brazos,7,990,6930,2024-05-11
3833,Gabetero de 4 cajas,Blanco,Metal,De oficina,8,1380,11040,2024-01-14
3834,Estante para archivos con bandejas,Negro,Metal,De pie,9,2350,21150,2024-05-24
3835,Casillero de 12 puertas,Rojo,Melamina,Con chapa,10,2200,22000,2024-02-19
3836,Estante para farmacia,Blanco,Metal,Con puertas,3,3500,10500,2024-04-12
3837,Gabetero con chapa independiente,Rojo,Melamina,De oficina,8,1750,14000,2024-02-06
3838,Silla giratoria,Rojo,Metal,Acolchonada,6,990,5940,2024-03-18
3839,Camilla de examen con espaldar movible,Rojo,Melamina,Con barillas,1,1450,1450,2024-02-21
3840,Silla mesedora,Gris,Metal,Con brazos,9,500,4500,2024-04-27
3841,Archivador de Chapas Individuales,Gris,Metal,Sin agregado,1,1400,1400,2024-03-31
3842,Estante de puertas corredizas,Rojo,Metal,De pared,9,1750,15750,2024-01-28
3843,Gabetero de 5 cajas,Blanco,Melamina,De oficina,7,1600,11200,2024-02-22
3844,Gabetero de 4 cajas,Azul,Melamina,De hogar,7,1380,9660,2024-04-25
3845,Silla estática,Rojo,Melamina,No acolchonada,2,140,280,2024-05-23
3846,Silla mesedora,Gris,Metal,Acolchonada,6,500,3000,2024-04-06
3847,Vitrina para farmacia,Rojo,Metal,De vidrio,1,1100,1100,2024-05-21
3848,Estante para farmacia,Blanco,Metal,Sin puertas,2,3500,7000,2024-05-09
3849,Casillero de 2 puertas,Rojo,Melamina,Sin espejo,9,980,8820,2024-02-02
3850,Gabetero con chapa independiente,Gris,Metal,Sin cerradura,6,1750,10500,2024-05-02
3851,Casillero de dos puertas,Blanco,Melamina,Con espejo,7,1850,12950,2024-05-29
3852,Silla de espera,Negro,Melamina,Con brazos,6,950,5700,2024-03-06
3853,Silla estática,Azul,Metal,Acolchonada,3,140,420,2024-05-21
3854,Estante Archivador,Negro,Metal,De pie,6,1250,7500,2024-01-28
3855,Cocina industrial de dos quemadores,Blanco,Metal,Sin agregado,3,1250,3750,2024-03-09
3856,Casillero de 1 cuerpo y 4 puertas,Azul,Metal,Con espejo,8,980,7840,2024-04-23
3857,Casillero de 6 puertas,Rojo,Metal,Con espejo,6,1750,10500,2024-02-06
3858,Camilla de examen,Negro,Metal,Sin barillas,2,1250,2500,2024-01-18
3859,Catre de internación,Gris,Metal,Sin agregado,1,2650,2650,2024-05-16
3860,Estante para farmacia de dos cuerpos,Negro,Melamina,De pared,6,3550,21300,2024-02-03
3861,Gabetero de 3 cajas,Negro,Metal,Con cerradura,6,1250,7500,2024-03-27
3862,Casillero de 12 puertas,Rojo,Metal,Con chapa,5,2200,11000,2024-05-23
3863,Estante para farmacia,Blanco,Metal,De pared,9,3500,31500,2024-03-22
3864,Casillero de 15 puertas,Rojo,Metal,Con chapa,6,2290,13740,2024-05-24
3865,Casillero de dos puertas,Gris,Melamina,Sin espejo,2,1850,3700,2024-01-28
3866,Casillero de 20 puertas,Azul,Metal,Con chapa,8,2800,22400,2024-04-29
3867,Gabetero de 3 cajas,Rojo,Metal,Sin cerradura,8,1250,10000,2024-02-21
3868,Horno hogareño,Gris,Melamina,Con ventilador,1,1250,1250,2024-01-18
3869,Gabetero de 4 cajas,Azul,Melamina,De oficina,8,1380,11040,2024-04-23
3870,Gabetero de 5 cajas,Negro,Metal,De oficina,7,1600,11200,2024-04-26
3871,Vitrina para farmacia,Blanco,Metal,Sin iluminación,3,1100,3300,2024-03-29
3872,Estante Archivador,Negro,Metal,De pared,2,1250,2500,2024-03-29
3873,Silla de espera,Azul,Melamina,Sin brazos,10,950,9500,2024-02-05
3874,Cajero para supermercado,Gris,Melamina,Sin agregado,3,1200,3600,2024-05-08
3875,Silla giratoria,Negro,Metal,No acolchonada,9,990,8910,2024-01-23
3876,Casillero de 15 puertas,Negro,Metal,Con espejo,7,2290,16030,2024-05-03
3877,Casillero de 15 puertas,Gris,Metal,Sin chapa,9,2290,20610,2024-05-20
3878,Gabetero de 2 cajas sin chapa,Gris,Metal,De hogar,8,830,6640,2024-02-15
3879,Estante para farmacia,Blanco,Melamina,De pared,8,3500,28000,2024-05-29
3880,Estante para archivos con bandejas,Negro,Metal,Con puertas,6,2350,14100,2024-01-21
3881,Negtoscopio,Gris,Metal,Sin agregado,1,920,920,2024-02-28
3882,Estante para farmacia,Gris,Melamina,Con puertas,9,3500,31500,2024-03-30
3883,Silla de peluquería,Negro,Melamina,No acolchonada,2,210,420,2024-01-18
3884,Gabetero de 3 cajas,Azul,Metal,Sin cerradura,8,1250,10000,2024-05-27
3885,Estante para archivos con bandejas,Azul,Melamina,Con puertas,7,2350,16450,2024-03-13
3886,Estanteria tipo vitrin,Gris,Melamina,Con puertas,1,650,650,2024-02-20
3887,Mesa de curación,Rojo,Metal,Con cajones,1,850,850,2024-05-16
3888,Casillero de 9 puertas,Gris,Melamina,Sin chapa,8,1850,14800,2024-04-30
3889,Mesa de curación,Negro,Melamina,Redonda,2,850,1700,2024-04-21
3890,Casillero de dos puertas,Azul,Metal,Sin espejo,10,1850,18500,2024-03-15
3891,Vitrina doble chapa,Gris,Melamina,De vidrio,3,1350,4050,2024-04-23
3892,Casillero de 20 puertas,Azul,Melamina,Con chapa,10,2800,28000,2024-02-20
3893,Casillero de dos puertas,Azul,Metal,Sin chapa,2,1850,3700,2024-02-27
3894,Archivador de Chapas Individuales,Negro,Melamina,Sin agregado,2,1400,2800,2024-03-21
3895,Archivador de Chapas Individuales,Azul,Melamina,Sin agregado,1,1400,1400,2024-01-10
3896,Silla estática,Azul,Metal,Con brazos,6,140,840,2024-04-20
3897,Estante para farmacia de dos cuerpos,Blanco,Melamina,De pared,10,3550,35500,2024-02-01
3898,Gabetero con chapa independiente,Negro,Metal,De hogar,9,1750,15750,2024-05-26
3899,Escritorio ejecutivo de siete cajas,Blanco,Melamina,Con chapas,3,1500,4500,2024-04-05
3900,Góndolas para supermercados,Rojo,Metal,Sin agregado,1,1580,1580,2024-02-08
3901,Estante para farmacia,Rojo,Metal,De pared,1,3500,3500,2024-03-02
3902,Estante para farmacia,Azul,Metal,De pared,6,3500,21000,2024-05-03
3903,Casillero de 12 puertas,Gris,Metal,Con espejo,7,2200,15400,2024-05-03
3904,Silla estática con brazo,Rojo,Melamina,Acolchonada,9,320,2880,2024-05-21
3905,Casillero de 6 puertas,Blanco,Melamina,Con espejo,7,1750,12250,2024-02-16
3906,Camilla tipo escritorio,Blanco,Metal,Con barillas,1,2750,2750,2024-03-30
3907,Camilla de examen,Rojo,Melamina,Fija,1,1250,1250,2024-05-23
3908,Silla giratoria,Gris,Metal,Sin brazos,6,990,5940,2024-01-10
3909,Casillero de 12 puertas,Negro,Metal,Sin chapa,8,2200,17600,2024-01-20
3910,Cocina industrial de dos quemadores,Azul,Metal,Sin agregado,2,1250,2500,2024-03-06
3911,Gabetero con chapa independiente,Blanco,Metal,De hogar,3,1750,5250,2024-03-29
3912,Casillero de cuatro puertas,Blanco,Metal,Sin espejo,2,1550,3100,2024-01-25
3913,Silla de espera,Rojo,Melamina,No acolchonada,10,950,9500,2024-03-26
3914,Gabetero de 3 cajas,Blanco,Melamina,Con cerradura,7,1250,8750,2024-04-22
3915,Gabetero de 3 cajas,Azul,Melamina,De oficina,3,1250,3750,2024-04-29
3916,Silla estática con brazo,Blanco,Metal,Acolchonada,4,320,1280,2024-04-02
3917,Silla de espera,Blanco,Melamina,Con brazos,9,950,8550,2024-02-18
3918,Estante Archivador,Rojo,Metal,Con puertas,8,1250,10000,2024-02-16
3919,Estante para farmacia,Blanco,Melamina,Sin puertas,8,3500,28000,2024-01-18
3920,Estante Archivador,Azul,Melamina,De pie,4,1250,5000,2024-04-10
3921,Casillero de 1 cuerpo y 4 puertas,Negro,Melamina,Con chapa,10,980,9800,2024-05-02
3922,Silla de espera,Rojo,Melamina,Acolchonada,10,950,9500,2024-05-06
3923,Estante de puertas corredizas,Azul,Melamina,De pared,9,1750,15750,2024-04-28
3924,Silla de espera,Gris,Melamina,Acolchonada,10,950,9500,2024-04-06
